book_id,isbn,isbn13,authors,publication_year,title,language_code,average_rating,ratings_count,image_url
335,446672211,9780446672210,Billie Letts,1995,Where the Heart Is,en-US,4,208333,https://images.gr-assets.com/books/1327959469m/5168.jpg  
336,525421580,9780525421580,"John Green, David Levithan",2010,"Will Grayson, Will Grayson",eng,3.84,236431,https://images.gr-assets.com/books/1368393890m/6567017.jpg  
337,307276902,9780307276900,James Frey,2003,A Million Little Pieces,en-CA,3.62,184241,https://images.gr-assets.com/books/1483206985m/1241.jpg  
338,1595141758,9781595141750,Richelle Mead,2008,"Frostbite (Vampire Academy, #2)",eng,4.3,256745,https://images.gr-assets.com/books/1361098960m/2282133.jpg  
339,307352145,9780307352150,Susan Cain,2012,Quiet: The Power of Introverts in a World That Can't Stop Talking,eng,4.04,202135,https://images.gr-assets.com/books/1328562861m/8520610.jpg  
340,440439884,9780440439880,Scott O'Dell,1960,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",en-CA,3.8,236015,https://images.gr-assets.com/books/1475166260m/233818.jpg  
341,142437336,9780142437340,"Arthur Miller, Christopher Bigsby",1953,The Crucible,eng,3.55,242980,https://images.gr-assets.com/books/1447764813m/17250.jpg  
342,689840926,9780689840920,Gary Paulsen,1986,"Hatchet (Brian's Saga, #1)",en-US,3.68,222553,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
343,451528956,9780451528960,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886,The Strange Case of Dr. Jekyll and Mr. Hyde,eng,3.79,223535,https://images.gr-assets.com/books/1318116526m/51496.jpg  
344,679889108,9780679889110,Dr. Seuss,1971,The Lorax,eng,4.35,226564,https://images.gr-assets.com/books/1327879938m/7784.jpg  
345,810993139,9780810993140,Jeff Kinney,2004,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",en-US,3.96,254852,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
346,1599906953,9781599906960,Sarah J. Maas,2012,"Throne of Glass (Throne of Glass, #1)",eng,4.24,274987,https://images.gr-assets.com/books/1495278054m/7896527.jpg  
347,1595141979,9781595141970,Richelle Mead,2008,"Shadow Kiss (Vampire Academy, #3)",en-US,4.37,266742,https://images.gr-assets.com/books/1361099049m/2802316.jpg  
348,684803356,9780684803360,Ernest Hemingway,1940,For Whom the Bell Tolls,eng,3.95,195063,https://images.gr-assets.com/books/1492591524m/46170.jpg  
349,345505336,9780345505330,Jamie Ford,2009,Hotel on the Corner of Bitter and Sweet,eng,3.98,197294,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
350,140120831,9780140120840,"Patrick Süskind, John E. Woods",1985,Perfume: The Story of a Murderer,eng,4,178135,https://images.gr-assets.com/books/1409112276m/343.jpg  
351,60838582,9780060838580,Eric Schlosser,2001,Fast Food Nation: The Dark Side of the All-American Meal,eng,3.73,179347,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
352,747599874,9780747599880,J.K. Rowling,2007,The Tales of Beedle the Bard,en-US,4.06,284833,https://images.gr-assets.com/books/1373467575m/3950967.jpg  
353,441569595,9780441569600,William Gibson,1984,Neuromancer,eng,3.88,183878,https://images.gr-assets.com/books/1167348726m/22328.jpg  
354,99910101,9780099910110,Ernest Hemingway,1929,A Farewell to Arms,en-US,3.79,186613,https://images.gr-assets.com/books/1313714836m/10799.jpg  
355,553212281,9780553212280,Edgar Allan Poe,1843,The Tell-Tale Heart and Other Writings,en-GB,4.15,195689,https://images.gr-assets.com/books/1327936583m/391729.jpg  
356,1590302257,9781590302260,"Sun Tzu, Thomas Cleary",-500,The Art of War,eng,3.95,167332,https://images.gr-assets.com/books/1453417993m/10534.jpg  
357,385344228,9780385344230,William Landay,2012,Defending Jacob,eng,3.97,182025,https://images.gr-assets.com/books/1329612158m/11367726.jpg  
358,385334206,9780385334200,Kurt Vonnegut Jr.,1973,Breakfast of Champions,eng,4.08,178154,https://images.gr-assets.com/books/1327934446m/4980.jpg  
359,874774241,9780874774240,Betty Edwards,1979,The New Drawing on the Right Side of the Brain,en-US,3.84,218264,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
360,60838728,9780060838720,Ann Patchett,2001,Bel Canto,eng,3.92,192330,https://images.gr-assets.com/books/1352997328m/5826.jpg  
361,739467352,9780739467350,Jared Diamond,1997,"Guns, Germs, and Steel: The Fates of Human Societies",eng,4,171558,https://images.gr-assets.com/books/1453215833m/1842.jpg  
362,385474547,9780385474540,Chinua Achebe,1958,"Things Fall Apart (The African Trilogy, #1)",en-US,3.61,199346,https://images.gr-assets.com/books/1352082529m/37781.jpg  
363,385338694,9780385338690,Sophie Kinsella,2005,The Undomestic Goddess,eng,3.82,200509,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
364,1881273156,9781881273160,Gary Chapman,1990,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,en-US,4.23,165675,https://images.gr-assets.com/books/1369401342m/567795.jpg  
365,1416589643,9781416589650,Chris Cleave,2008,Little Bee,en-US,3.7,116784,https://images.gr-assets.com/books/1344401905m/6948436.jpg  
366,590032496,9780590032490,"Roald Dahl, Quentin Blake",1983,The Witches,en-US,4.17,221431,https://images.gr-assets.com/books/1351707720m/6327.jpg  
367,743298020,9780743298020,Diane Setterfield,2006,The Thirteenth Tale,eng,3.95,213200,https://images.gr-assets.com/books/1346267826m/40440.jpg  
368,1595142509,9781595142500,Richelle Mead,2010,"Spirit Bound (Vampire Academy, #5)",eng,4.37,224247,https://images.gr-assets.com/books/1291168967m/6479259.jpg  
369,1595141987,9781595141990,Richelle Mead,2009,"Blood Promise (Vampire Academy, #4)",en-US,4.35,231853,https://images.gr-assets.com/books/1442530605m/5996153.jpg  
370,446676071,9780446676080,Nicholas Sparks,1998,Message in a Bottle,en-US,3.95,185116,https://images.gr-assets.com/books/1163789140m/3478.jpg  
371,345521307,9780345521310,Paula McLain,2011,The Paris Wife,eng,3.79,191850,https://images.gr-assets.com/books/1320545874m/8683812.jpg  
372,545044251,9780545044260,J.K. Rowling,1998,"Harry Potter Boxset (Harry Potter, #1-7)",eng,4.74,190050,https://images.gr-assets.com/books/1392579059m/862041.jpg  
373,62059963,9780062059960,Kiera Cass,2013,"The Elite (The Selection, #2)",eng,4.02,234247,https://images.gr-assets.com/books/1391454595m/16248068.jpg  
374,156001314,9780156001310,"Umberto Eco, William Weaver, Seán Barrett",1980,The Name of the Rose,en-US,4.11,200217,https://images.gr-assets.com/books/1415375471m/119073.jpg  
375,1416914633,9781416914630,"Beatrice Sparks, Anonymous",1971,Go Ask Alice,eng,3.77,196677,https://images.gr-assets.com/books/1327870536m/46799.jpg  
376,802130208,9780802130200,"John Kennedy Toole, Walker Percy",1980,A Confederacy of Dunces,eng,3.89,170776,https://images.gr-assets.com/books/1436747103m/310612.jpg  
377,1423140605,9781423140600,Rick Riordan,2012,"The Mark of Athena (The Heroes of Olympus, #3)",eng,4.47,277491,https://images.gr-assets.com/books/1464201354m/12127750.jpg  
378,60855924,9780060855920,Terry Pratchett,1983,"The Color of Magic (Discworld, #1; Rincewind #1)",eng,3.97,190590,https://images.gr-assets.com/books/1407111017m/34497.jpg  
379,1400079276,9781400079280,"Haruki Murakami, Philip Gabriel",2002,Kafka on the Shore,en-US,4.13,167593,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
380,525945563,9780525945570,Thomas Harris,1981,"Red Dragon (Hannibal Lecter, #1)",eng,4.01,194013,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
381,553803700,9780553803710,Isaac Asimov,1950,"I, Robot (Robot #0.1)",eng,4.17,198368,https://images.gr-assets.com/books/1388321463m/41804.jpg  
382,451216954,9780451216950,J.R. Ward,2005,"Dark Lover (Black Dagger Brotherhood, #1)",eng,4.21,227021,https://images.gr-assets.com/books/1429676285m/42899.jpg  
383,1416989439,9781416989430,Becca Fitzpatrick,2010,"Crescendo (Hush, Hush, #2)",en-US,4.07,226237,https://images.gr-assets.com/books/1362408146m/7791997.jpg  
384,61726818,9780061726810,Lauren Oliver,2010,Before I Fall,eng,3.92,220160,https://images.gr-assets.com/books/1361044695m/6482837.jpg  
385,679457313,9780679457310,Arundhati Roy,1997,The God of Small Things,eng,3.91,165378,https://images.gr-assets.com/books/1436217001m/9777.jpg  
386,670024783,9780670024780,Sue Monk Kidd,2014,The Invention of Wings,en-US,4.23,168006,https://images.gr-assets.com/books/1386699861m/18079776.jpg  
387,141043768,9780141043760,Liane Moriarty,2009,What Alice Forgot,eng,4.05,165704,https://images.gr-assets.com/books/1377159022m/6469165.jpg  
388,553380168,9780553380160,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987,A Brief History of Time,eng,4.12,165628,https://images.gr-assets.com/books/1333578746m/3869.jpg  
389,525951652,9780525951650,Ken Follett,2010,"Fall of Giants (The Century Trilogy, #1)",eng,4.26,168911,https://images.gr-assets.com/books/1470384630m/7315573.jpg  
390,1439148503,9781439148500,Stephen King,2009,Under the Dome,eng,3.89,183292,https://images.gr-assets.com/books/1268982908m/6320534.jpg  
391,553380958,9780553380960,Neal Stephenson,1992,Snow Crash,eng,4.02,175883,https://images.gr-assets.com/books/1477624625m/830.jpg  
392,670061050,9780670061050,Sarah Dessen,2006,Just Listen,en-US,4.06,202180,https://images.gr-assets.com/books/1358270741m/51738.jpg  
393,525467564,9780525467560,"A.A. Milne, Ernest H. Shepard",1926,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",eng,4.34,207550,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
394,62060554,9780062060560,S.J. Watson,2011,Before I Go to Sleep,en-CA,3.87,180896,https://images.gr-assets.com/books/1358353512m/9736930.jpg  
395,1420925539,9781420925530,Arthur Conan Doyle,1887,A Study in Scarlet,eng,4.15,201499,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
396,375826726,9780375826730,Christopher Paolini,2008,"Brisingr (The Inheritance Cycle, #3)",eng,4.03,211645,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
397,310276993,9780310277000,Rick Warren,2002,The Purpose Driven Life: What on Earth Am I Here for?,en-US,3.9,170491,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
398,312360282,9780312360280,"P.C. Cast, Kristin Cast",2007,"Betrayed (House of Night, #2)",en-US,3.93,205340,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
399,451457811,9780451457810,Jim Butcher,2000,"Storm Front (The Dresden Files, #1)",en-US,4.02,203053,https://images.gr-assets.com/books/1419456275m/47212.jpg  
400,1593082649,9781593082640,"Jane Austen, Alfred MacAdam",1817,Northanger Abbey,eng,3.8,205167,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
401,399162410,9780399162410,Rick Yancey,2013,"The 5th Wave (The 5th Wave, #1)",eng,4.1,260048,https://images.gr-assets.com/books/1359853842m/16101128.jpg  
402,802142842,9780802142850,Charles Frazier,1997,Cold Mountain,en-US,3.83,185979,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
403,60245867,9780060245860,"Laura Joffe Numeroff, Felicia Bond",1985,If You Give a Mouse a Cookie,en-US,4.24,198083,https://images.gr-assets.com/books/1276046901m/767680.jpg  
404,312323867,9780312323870,Emily Giffin,2005,"Something Blue (Darcy & Rachel, #2)",en-US,3.92,172417,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
405,822210894,9780822210890,Tennessee Williams,1947,A Streetcar Named Desire,eng,3.97,194493,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
406,751537284,9780751537280,Elizabeth Kostova,2005,The Historian,eng,3.77,190473,https://images.gr-assets.com/books/1338298031m/10692.jpg  
407,385353308,9780385353300,Emily St. John Mandel,2014,Station Eleven,eng,4.02,160466,https://images.gr-assets.com/books/1451446835m/20170404.jpg  
408,1476738017,9781476738020,"Fredrik Backman, Henning Koch",2012,A Man Called Ove,eng,4.35,183777,https://images.gr-assets.com/books/1405259930m/18774964.jpg  
409,1406321346,9781406321340,Cassandra Clare,2013,"Clockwork Princess (The Infernal Devices, #3)",eng,4.59,162099,https://images.gr-assets.com/books/1436788488m/18335634.jpg  
410,1416500189,9781416500190,Pearl S. Buck,1931,"The Good Earth (House of Earth, #1)",eng,3.97,182220,https://images.gr-assets.com/books/1312497600m/1078.jpg  
411,140135154,9780140135150,John Berger,1972,Ways of Seeing,eng,3.75,155658,https://images.gr-assets.com/books/1464018308m/2784.jpg  
412,385335970,9780385335970,Diana Gabaldon,1992,"Dragonfly in Amber (Outlander, #2)",eng,4.31,178110,https://images.gr-assets.com/books/1456114344m/5364.jpg  
413,345368584,9780345368580,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989,The Hobbit: Graphic Novel,eng,4.48,155338,https://images.gr-assets.com/books/1374681632m/659469.jpg  
414,1594489580,9781594489590,Junot Díaz,2007,The Brief Wondrous Life of Oscar Wao,eng,3.89,160330,https://images.gr-assets.com/books/1391409748m/297673.jpg  
415,61120065,9780061120060,Zora Neale Hurston,1937,Their Eyes Were Watching God,eng,3.87,181106,https://images.gr-assets.com/books/1368072803m/37415.jpg  
416,439321603,9780439321600,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001,Fantastic Beasts and Where to Find Them,eng,3.95,185928,https://images.gr-assets.com/books/1303738520m/41899.jpg  
417,316322407,9780316322410,"Malala Yousafzai, Christina Lamb",2012,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,eng,4.06,214412,https://images.gr-assets.com/books/1375414895m/17851885.jpg  
418,141439807,9780141439810,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814,Mansfield Park,eng,3.84,205064,https://images.gr-assets.com/books/1397063295m/45032.jpg  
419,670038601,9780670038600,Tana French,2007,"In the Woods (Dublin Murder Squad, #1)",eng,3.74,188024,https://images.gr-assets.com/books/1348442606m/237209.jpg  
420,618680004,9780618680010,Richard Dawkins,2006,The God Delusion,eng,3.89,162740,https://images.gr-assets.com/books/1347220693m/14743.jpg  
421,525422943,9780525422940,Gayle Forman,2011,"Where She Went (If I Stay, #2)",en-US,4.06,193141,https://images.gr-assets.com/books/1347810457m/8492825.jpg  
422,345915593,9780345915600,John Irving,1978,The World According to Garp,eng,4.07,167106,https://images.gr-assets.com/books/1447234581m/7069.jpg  
423,515141429,9780515141430,Lee Child,1997,"Killing Floor (Jack Reacher, #1)",eng,4.04,162972,https://images.gr-assets.com/books/1399313258m/78129.jpg  
424,375757325,9780375757330,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719,Robinson Crusoe,eng,3.66,178188,https://images.gr-assets.com/books/1403180114m/2932.jpg  
425,937832383,9780937832390,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513,The Prince,eng,3.78,153128,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
426,440238153,9780440238160,Philip Pullman,2000,"The Amber Spyglass (His Dark Materials, #3)",eng,4.06,192315,https://images.gr-assets.com/books/1329189152m/18122.jpg  
427,765346524,9780765346520,Terry Goodkind,1994,"Wizard's First Rule (Sword of Truth, #1)",eng,4.13,175771,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
428,1439153663,9781439153670,Kathleen Grissom,2010,The Kitchen House,en-CA,4.18,168082,https://images.gr-assets.com/books/1463229128m/6837103.jpg  
429,316769029,9780316769020,J.D. Salinger,1961,Franny and Zooey,en-US,3.98,152906,https://images.gr-assets.com/books/1355037988m/5113.jpg  
430,385720920,9780385720920,Chuck Palahniuk,2001,Choke,eng,3.69,154643,https://images.gr-assets.com/books/1403186013m/29059.jpg  
431,374528373,9780374528380,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880,The Brothers Karamazov,eng,4.3,155838,https://images.gr-assets.com/books/1427728126m/4934.jpg  
432,375822747,9780375822740,Jeanne DuPrau,2003,"The City of Ember (Book of Ember, #1)",eng,3.85,198809,https://images.gr-assets.com/books/1397931596m/307791.jpg  
433,451933028,9780451933030,Stephen King,1996,The Green Mile,eng,4.42,173950,https://images.gr-assets.com/books/1373903563m/11566.jpg  
434,394541553,9780394541560,Art Spiegelman,1985,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",eng,4.35,184007,https://images.gr-assets.com/books/1327884972m/15196.jpg  
435,312379838,9780312379830,"P.C. Cast, Kristin Cast",2008,"Untamed (House of Night, #4)",en-US,3.95,191743,https://images.gr-assets.com/books/1438037020m/2866718.jpg  
436,812550757,9780812550760,Orson Scott Card,1986,"Speaker for the Dead (Ender's Saga, #2)",en-US,4.04,164287,https://images.gr-assets.com/books/1295660894m/7967.jpg  
437,684823780,9780684823780,C.S. Lewis,1952,Mere Christianity,eng,4.31,184759,https://images.gr-assets.com/books/1468102872m/11138.jpg  
438,1400031702,9781400031700,Donna Tartt,1992,The Secret History,eng,4.07,168405,https://images.gr-assets.com/books/1451554846m/29044.jpg  
439,375725784,9780375725780,Dave Eggers,2000,A Heartbreaking Work of Staggering Genius,eng,3.68,145459,https://images.gr-assets.com/books/1327714834m/4953.jpg  
440,553381679,9780553381670,Jean M. Auel,1980,"The Clan of the Cave Bear (Earth's Children, #1)",eng,4.02,176062,https://images.gr-assets.com/books/1385331302m/1295.jpg  
441,439228905,9780439228910,Anna Sewell,1877,Black Beauty,eng,3.94,183255,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
442,192833987,9780192833980,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869,War and Peace,eng,4.11,168037,https://images.gr-assets.com/books/1413215930m/656.jpg  
443,679735771,9780679735780,Bret Easton Ellis,1991,American Psycho,eng,3.81,166083,https://images.gr-assets.com/books/1436934349m/28676.jpg  
444,613371658,9780613371650,Meg Cabot,2000,"The Princess Diaries (The Princess Diaries, #1)",eng,3.76,193140,https://images.gr-assets.com/books/1355011082m/38980.jpg  
445,1400034779,9781400034770,Alexander McCall Smith,1998,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",eng,3.75,180320,https://images.gr-assets.com/books/1459953654m/7061.jpg  
446,1582406723,9781582406720,"Robert Kirkman, Tony Moore",2004,"The Walking Dead, Vol. 01: Days Gone Bye",en-GB,4.3,164530,https://images.gr-assets.com/books/1389233242m/138398.jpg  
447,451457994,9780451458000,Arthur C. Clarke,1968,"2001: A Space Odyssey (Space Odyssey, #1)",eng,4.12,170841,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
448,1590525132,9781590525140,Francine Rivers,1991,Redeeming Love,eng,4.48,157506,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
449,842342702,9780842342700,"Tim LaHaye, Jerry B. Jenkins",1995,"Left Behind (Left Behind, #1)",eng,3.81,161173,https://images.gr-assets.com/books/1406505054m/27523.jpg  
450,62059998,9780062059990,Kiera Cass,2014,"The One (The Selection, #3)",eng,4.21,139544,https://images.gr-assets.com/books/1395612906m/18635016.jpg  
451,545265355,9780545265360,Suzanne Collins,2010,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",eng,4.49,129665,https://images.gr-assets.com/books/1360094673m/7938275.jpg  
452,805063897,9780805063900,Barbara Ehrenreich,2001,Nickel and Dimed: On (Not) Getting By in America,eng,3.6,152786,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
453,593053893,9780593053900,Sophie Kinsella,2008,Remember Me?,eng,3.76,170096,https://images.gr-assets.com/books/1276963901m/1358844.jpg  
454,812517725,9780812517730,Robert Jordan,1990,"The Great Hunt (Wheel of Time, #2)",en-US,4.2,162595,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
455,743477154,9780743477150,Patricia Cornwell,1990,"Postmortem (Kay Scarpetta, #1)",eng,4.01,167379,https://images.gr-assets.com/books/1341835831m/6534.jpg  
456,385074077,9780385074070,Edgar Allan Poe,1849,The Complete Stories and Poems,en-US,4.37,160063,https://images.gr-assets.com/books/1327942676m/23919.jpg  
457,553256696,9780553256700,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,en-US,4.42,171384,https://images.gr-assets.com/books/1320418824m/561909.jpg  
458,192835084,9780192835090,Arthur Conan Doyle,1892,The Adventures of Sherlock Holmes,eng,4.29,139816,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
459,553381547,9780553381540,Pat Conroy,1986,The Prince of Tides,eng,4.22,159596,https://images.gr-assets.com/books/1320541074m/16735.jpg  
460,312282990,9780312283000,Michael Chabon,2000,The Amazing Adventures of Kavalier & Clay,eng,4.17,147717,https://images.gr-assets.com/books/1479660066m/3985.jpg  
461,802798233,9780802798240,Simone Elkeles,2008,"Perfect Chemistry (Perfect Chemistry, #1)",eng,4.07,198627,https://images.gr-assets.com/books/1439792475m/4268157.jpg  
462,805072454,9780805072460,"J.M. Barrie, Michael Hague",1904,Peter Pan,en-US,4.1,169306,https://images.gr-assets.com/books/1337714526m/34268.jpg  
463,689865392,9780689865400,Scott Westerfeld,2005,"Pretties (Uglies, #2)",eng,3.85,193405,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
464,965341984,9780965341980,"Haruki Murakami, Jay Rubin",1994,The Wind-Up Bird Chronicle,eng,4.17,133408,https://images.gr-assets.com/books/1327872639m/11275.jpg  
465,739465511,9780739465520,Michael Connelly,2005,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",eng,4.14,149438,https://images.gr-assets.com/books/1370140049m/79885.jpg  
466,375507256,9780375507250,David Mitchell,2004,Cloud Atlas,eng,4.01,152441,https://images.gr-assets.com/books/1406383769m/49628.jpg  
467,767902890,9780767902890,Tim O'Brien,1990,The Things They Carried,en-US,4.12,168678,https://images.gr-assets.com/books/1424663847m/133518.jpg  
468,1844137872,9781844137880,Banksy,1988,Wall and Piece,eng,3.83,149453,https://images.gr-assets.com/books/1327904853m/114683.jpg  
469,307277887,9780307277890,Jeff Lindsay,2004,"Darkly Dreaming Dexter (Dexter, #1)",eng,3.89,150055,https://images.gr-assets.com/books/1334404607m/17231.jpg  
470,1841493007,9781841493010,Charlaine Harris,2002,"Living Dead in Dallas (Sookie Stackhouse, #2)",eng,3.97,190565,https://images.gr-assets.com/books/1329501808m/110494.jpg  
471,765305119,9780765305110,Robert Jordan,1991,"The Dragon Reborn (Wheel of Time, #3)",eng,4.23,153809,https://images.gr-assets.com/books/1480096580m/34897.jpg  
472,141439491,9780141439500,"Jonathan Swift, Robert DeMaria Jr.",1726,Gulliver's Travels,eng,3.55,168727,https://images.gr-assets.com/books/1427829692m/7733.jpg  
473,743482751,9780743482750,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598,Much Ado About Nothing,eng,4.06,175616,https://images.gr-assets.com/books/1327885569m/12957.jpg  
474,393320979,9780393320980,"Unknown, Seamus Heaney",975,Beowulf,en-US,3.42,155903,https://images.gr-assets.com/books/1327878125m/52357.jpg  
475,1401207529,9781401207530,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987,Batman: Year One,eng,4.23,145267,https://images.gr-assets.com/books/1327940389m/59980.jpg  
476,62409859,9780062409850,Harper Lee,2015,Go Set a Watchman,eng,3.31,138669,https://images.gr-assets.com/books/1451442088m/24817626.jpg  
477,316143472,9780316143480,David Sedaris,2008,When You Are Engulfed in Flames,en-US,4.04,150898,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
478,316134023,9780316134030,Laini Taylor,2011,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",eng,4.04,198283,https://images.gr-assets.com/books/1461353773m/8490112.jpg  
479,1409151174,9781409151170,Victoria Aveyard,2015,"Red Queen (Red Queen, #1)",eng,4.08,83354,https://images.gr-assets.com/books/1411472322m/17878931.jpg  
480,1400069289,9781400069290,Charles Duhigg,2011,The Power of Habit: Why We Do What We Do in Life and Business,eng,4.03,155977,https://images.gr-assets.com/books/1366758683m/12609433.jpg  
481,679751521,9780679751530,John Berendt,1994,Midnight in the Garden of Good and Evil,eng,3.9,167997,https://images.gr-assets.com/books/1427166915m/386187.jpg  
482,1301949825,9781301949820,Colleen Hoover,2012,"Hopeless (Hopeless, #1)",eng,4.34,189938,https://images.gr-assets.com/books/1353489892m/15717943.jpg  
483,142437018,9780142437020,"Frances Hodgson Burnett, Nancy Bond",1905,A Little Princess,eng,4.2,199872,https://images.gr-assets.com/books/1327868556m/3008.jpg  
484,142406252,9780142406250,Sarah Dessen,2004,The Truth About Forever,en-US,4.13,179415,https://images.gr-assets.com/books/1362767907m/51737.jpg  
485,439861365,9780439861370,C.S. Lewis,1954,"The Horse and His Boy (Chronicles of Narnia, #5)",eng,3.9,189671,https://images.gr-assets.com/books/1388210968m/84119.jpg  
486,1595143068,9781595143070,Richelle Mead,2010,"Last Sacrifice (Vampire Academy, #6)",eng,4.42,206792,https://images.gr-assets.com/books/1319850978m/6527740.jpg  
487,64400026,9780064400020,"Laura Ingalls Wilder, Garth Williams",1935,"Little House on the Prairie (Little House, #2)",eng,4.18,195424,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
488,380002558,9780380002560,"Margery Williams Bianco, William   Nicholson",1922,The Velveteen Rabbit,eng,4.29,173469,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
489,60589469,9780060589460,Robert M. Pirsig,1974,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,eng,3.76,139411,https://images.gr-assets.com/books/1410136019m/629.jpg  
490,375759239,9780375759240,"H.G. Wells, Arthur C. Clarke",1897,The War of the Worlds,eng,3.8,159752,https://images.gr-assets.com/books/1320391644m/8909.jpg  
491,60887303,9780060887310,Sara Shepard,2006,"Pretty Little Liars (Pretty Little Liars, #1)",en-US,3.9,156328,https://images.gr-assets.com/books/1377830522m/162085.jpg  
492,670241334,9780670241330,Don Freeman,1948,Corduroy,en-US,4.28,160860,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
493,1594200823,9781594200820,Michael Pollan,2006,The Omnivore's Dilemma: A Natural History of Four Meals,eng,4.17,133271,https://images.gr-assets.com/books/1393804353m/3109.jpg  
494,316176486,9780316176480,Kate Atkinson,2013,Life After Life,eng,3.74,138454,https://images.gr-assets.com/books/1358173808m/15790842.jpg  
495,446696129,9780446696130,Nicholas Sparks,2000,The Rescue,en-US,4.1,142092,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png  
496,385335997,9780385336000,Diana Gabaldon,1993,"Voyager (Outlander, #3)",eng,4.38,157395,https://images.gr-assets.com/books/1483278195m/10987.jpg  
